id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
57110028bc74b,twoColorsObj,#FF00FF,#FFFF00,#FF0050,218,2,NA       ,0.15,0.15,0.06,0.06,0.02,0.06
571103343658b,twoColorsObj,#FF00FF,#FFFF00,#ff007f,308,2,NA       ,0.19,0.19,0.11,0.08,0.06,0.05
5711106ab212a,twoColorsObj,#FF00FF,#FFFF00,#FF8000,458,3,NA       ,0.17,0.17,0.07,0.01,0.04,0.06
57111f6c42412,twoColorsObj,#FF00FF,#FFFF00,#FB0080,203,5,NA       ,0.2,0.2,0.11,0.08,0.06,0.05
57112a657ac25,twoColorsObj,#FF00FF,#FFFF00,#FF0050,31,2,NA       ,0.15,0.15,0.06,0.06,0.02,0.06
57112b9e10661,twoColorsObj,#FF00FF,#FFFF00,#8000FF,224,2,NA       ,0.42,0.42,0.34,0.29,0.29,0.24
57112cec29456,twoColorsObj,#FF00FF,#FFFF00,#FF6755,352,2,NA       ,0.18,0.18,0.08,0.02,0.02,0.03
57112d8509632,twoColorsObj,#FF00FF,#FFFF00,#c9ab00,36,1,NA       ,0.23,0.23,0.13,0.06,0.1,0.08
57112da850667,twoColorsObj,#FF00FF,#FFFF00,#FF9F00,2,2,NA       ,0.19,0.19,0.1,0.03,0.06,0.06
57112da850667,twoColorsObj,#FF00FF,#FFFF00,#FF8000,31,4,NA       ,0.17,0.17,0.07,0.01,0.04,0.06
57112e1a2bbbb,twoColorsObj,#FF00FF,#FFFF00,#00ffb7,1792,1,NA       ,0.34,0.34,0.24,0.16,0.19,0.13
57112e43d4668,twoColorsObj,#FF00FF,#FFFF00,#00caff,247,3,Blue     ,0.38,0.38,0.28,0.21,0.22,0.17
57112ebc85ba1,twoColorsObj,#FF00FF,#FFFF00,#FF8000,1252,5,NA       ,0.17,0.17,0.07,0.01,0.04,0.06
57112edad4a17,twoColorsObj,#FF00FF,#FFFF00,#c6aeff,78,2,NA       ,0.33,0.33,0.24,0.17,0.18,0.13
57112f57403ee,twoColorsObj,#FF00FF,#FFFF00,#FF0000,509,5,NA       ,0.12,0.12,0.03,0.06,0.03,0.09
571130c5cd6e9,twoColorsObj,#FF00FF,#FFFF00,#ff007f,253,4,NA       ,0.19,0.19,0.11,0.08,0.06,0.05
571130d934bda,twoColorsObj,#FF00FF,#FFFF00,#FF9F00,74,4,NA       ,0.19,0.19,0.1,0.03,0.06,0.06
5711348e42f02,twoColorsObj,#FF00FF,#FFFF00,#FF0050,238,3,NA       ,0.15,0.15,0.06,0.06,0.02,0.06
57113664403aa,twoColorsObj,#FF00FF,#FFFF00,#D7A700,1728,2,NA       ,0.22,0.22,0.12,0.05,0.09,0.08
571137a34931a,twoColorsObj,#FF00FF,#FFFF00,#ffa6a6,369,2,NA       ,0.25,0.25,0.15,0.08,0.09,0.04
571137cd27765,twoColorsObj,#FF00FF,#FFFF00,#ff0087,174,1,NA       ,0.2,0.2,0.12,0.08,0.07,0.05
5711389736065,twoColorsObj,#FF00FF,#FFFF00,#FF8000,38,3,NA       ,0.17,0.17,0.07,0.01,0.04,0.06
5711389736065,twoColorsObj,#FF00FF,#FFFF00,#ffa6a6,109,3,NA       ,0.25,0.25,0.15,0.08,0.09,0.04
57113b9642c48,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,301,5,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
57113d4d93c81,twoColorsObj,#FF00FF,#FFFF00,#ffa6a6,77,5,NA       ,0.25,0.25,0.15,0.08,0.09,0.04
57113de4aed1a,twoColorsObj,#FF00FF,#FFFF00,#8000FF,112,4,NA       ,0.42,0.42,0.34,0.29,0.29,0.24
57113e6176346,twoColorsObj,#FF00FF,#FFFF00,#FF0050,89,3,NA       ,0.15,0.15,0.06,0.06,0.02,0.06
571153ca15566,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,52,2,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
571154184c9bd,twoColorsObj,#FF00FF,#FFFF00,#FF0080,357,1,NA       ,0.2,0.2,0.11,0.08,0.06,0.05
5711602ded5e3,twoColorsObj,#FF00FF,#FFFF00,#FFFFFF,0,2,NA       ,0.3,0.3,0.2,0.13,0.14,0.09
5711641931da5,twoColorsObj,#FF00FF,#FFFF00,#FF0080,215,2,NA       ,0.2,0.2,0.11,0.08,0.06,0.05
571165992a5c1,twoColorsObj,#FF00FF,#FFFF00,#c9b2a2,275,2,NA       ,0.27,0.27,0.18,0.1,0.12,0.06
57116b9b879bf,twoColorsObj,#FF00FF,#FFFF00,#FF8080,313,3,NA       ,0.21,0.21,0.12,0.05,0.06,0
5711703bd85fc,twoColorsObj,#FF00FF,#FFFF00,#8080FF,145,2,NA       ,0.38,0.38,0.3,0.24,0.24,0.19
5711800f2c5f3,twoColorsObj,#FF00FF,#FFFF00,#FF8080,619,2,NA       ,0.21,0.21,0.12,0.05,0.06,0
571183866d73f,twoColorsObj,#FF00FF,#FFFF00,#FF8080,796,4,NA       ,0.21,0.21,0.12,0.05,0.06,0
57119224388ef,twoColorsObj,#FF00FF,#FFFF00,#FF0080,175,5,NA       ,0.2,0.2,0.11,0.08,0.06,0.05
5711ace2ee7ed,twoColorsObj,#FF00FF,#FFFF00,#FF8000,53,3,NA       ,0.17,0.17,0.07,0.01,0.04,0.06
5711cbde51bb0,twoColorsObj,#FF00FF,#FFFF00,#FF8080,344,4,NA       ,0.21,0.21,0.12,0.05,0.06,0
5711f4ec96b9c,twoColorsObj,#FF00FF,#FFFF00,#FF0080,110,1,NA       ,0.2,0.2,0.11,0.08,0.06,0.05
571210e10d88b,twoColorsObj,#FF00FF,#FFFF00,#FB0080,940,2,NA       ,0.2,0.2,0.11,0.08,0.06,0.05
571214121717c,twoColorsObj,#FF00FF,#FFFF00,#FB0080,284,1,NA       ,0.2,0.2,0.11,0.08,0.06,0.05
5712197fbccd5,twoColorsObj,#FF00FF,#FFFF00,#FF0050,53,2,NA       ,0.15,0.15,0.06,0.06,0.02,0.06
57121e2a63601,twoColorsObj,#FF00FF,#FFFF00,#FF8080,256,3,NA       ,0.21,0.21,0.12,0.05,0.06,0
57123bec83e8e,twoColorsObj,#FF00FF,#FFFF00,#00ffb7,91,4,NA       ,0.34,0.34,0.24,0.16,0.19,0.13
57123e4050550,twoColorsObj,#FF00FF,#FFFF00,#FF6755,50,2,NA       ,0.18,0.18,0.08,0.02,0.02,0.03
571245dfd5f63,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,78,4,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
571247f66fb51,twoColorsObj,#FF00FF,#FFFF00,#FF8080,774,2,NA       ,0.21,0.21,0.12,0.05,0.06,0
571252e6d2e70,twoColorsObj,#FF00FF,#FFFF00,#ffa100,44,5,NA       ,0.19,0.19,0.1,0.03,0.06,0.06
571254945e4d5,twoColorsObj,#FF00FF,#FFFF00,#FF8080,246,2,NA       ,0.21,0.21,0.12,0.05,0.06,0
571260c120253,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,126,3,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
5712649f2fada,twoColorsObj,#FF00FF,#FFFF00,#FF9F00,60,5,NA       ,0.19,0.19,0.1,0.03,0.06,0.06
57127bcfaafb0,twoColorsObj,#FF00FF,#FFFF00,#FB0080,590,2,NA       ,0.2,0.2,0.11,0.08,0.06,0.05
571290e28820b,twoColorsObj,#FF00FF,#FFFF00,#FF8080,108,2,NA       ,0.21,0.21,0.12,0.05,0.06,0
5712a47f6f8a6,twoColorsObj,#FF00FF,#FFFF00,#00caff,4,2,Blue     ,0.38,0.38,0.28,0.21,0.22,0.17
5712bd55a8a13,twoColorsObj,#FF00FF,#FFFF00,#D7A700,25,4,NA       ,0.22,0.22,0.12,0.05,0.09,0.08
5712c2b021f58,twoColorsObj,#FF00FF,#FFFF00,#D7A700,15,3,NA       ,0.22,0.22,0.12,0.05,0.09,0.08
5712c57f97f25,twoColorsObj,#FF00FF,#FFFF00,#FF8080,345,1,NA       ,0.21,0.21,0.12,0.05,0.06,0
5712d9bc0cae3,twoColorsObj,#FF00FF,#FFFF00,#FF0000,121,5,NA       ,0.12,0.12,0.03,0.06,0.03,0.09
57138ac176750,twoColorsObj,#FF00FF,#FFFF00,#FF0050,372,3,NA       ,0.15,0.15,0.06,0.06,0.02,0.06
5713923c1bbc7,twoColorsObj,#FF00FF,#FFFF00,#FF0050,59,3,NA       ,0.15,0.15,0.06,0.06,0.02,0.06
5713b10383207,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,34,2,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
5713dd915ca28,twoColorsObj,#FF00FF,#FFFF00,#FFFFFF,0,2,NA       ,0.3,0.3,0.2,0.13,0.14,0.09
5713fc80c942a,twoColorsObj,#FF00FF,#FFFF00,#ff0087,171,5,NA       ,0.2,0.2,0.12,0.08,0.07,0.05
5714c6c26c2f6,twoColorsObj,#FF00FF,#FFFF00,#FF0000,218,3,NA       ,0.12,0.12,0.03,0.06,0.03,0.09
5714d563c6e52,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,120,2,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
57153d9a56ce0,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,9,1,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
57153eb9b4bed,twoColorsObj,#FF00FF,#FFFF00,#FF0050,502,4,NA       ,0.15,0.15,0.06,0.06,0.02,0.06
5716e9900f6ea,twoColorsObj,#FF00FF,#FFFF00,#ffa100,711,5,NA       ,0.19,0.19,0.1,0.03,0.06,0.06
57190633f233f,twoColorsObj,#FF00FF,#FFFF00,#91c01d,220,2,NA       ,0.28,0.28,0.18,0.11,0.15,0.12
5727633cd6511,twoColorsObj,#FF00FF,#FFFF00,#FF0080,208,1,NA       ,0.2,0.2,0.11,0.08,0.06,0.05
5727635041e99,twoColorsObj,#FF00FF,#FFFF00,#8080FF,313,5,NA       ,0.38,0.38,0.3,0.24,0.24,0.19
57276731cfba9,twoColorsObj,#FF00FF,#FFFF00,#FF0000,430,3,NA       ,0.12,0.12,0.03,0.06,0.03,0.09
5727d86840dc8,twoColorsObj,#FF00FF,#FFFF00,#FF0000,515,2,NA       ,0.12,0.12,0.03,0.06,0.03,0.09
572a7874c1e2e,twoColorsObj,#FF00FF,#FFFF00,#ffa6a6,3,4,NA       ,0.25,0.25,0.15,0.08,0.09,0.04
572baa7f9493c,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,354,3,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
5734918f46823,twoColorsObj,#FF00FF,#FFFF00,#FF6755,100,2,NA       ,0.18,0.18,0.08,0.02,0.02,0.03
5734d89183dab,twoColorsObj,#FF00FF,#FFFF00,#FF6755,123,2,NA       ,0.18,0.18,0.08,0.02,0.02,0.03
5735d3455a84c,twoColorsObj,#FF00FF,#FFFF00,#FF6755,547,1,NA       ,0.18,0.18,0.08,0.02,0.02,0.03
5736048bb110b,twoColorsObj,#FF00FF,#FFFF00,#FF8000,179,5,NA       ,0.17,0.17,0.07,0.01,0.04,0.06
573634984323e,twoColorsObj,#FF00FF,#FFFF00,#c9ab00,127,3,NA       ,0.23,0.23,0.13,0.06,0.1,0.08
57363b3954a26,twoColorsObj,#FF00FF,#FFFF00,#c9ab00,237,3,NA       ,0.23,0.23,0.13,0.06,0.1,0.08
573664e1a4a96,twoColorsObj,#FF00FF,#FFFF00,#FF0000,181,4,NA       ,0.12,0.12,0.03,0.06,0.03,0.09
57366c199283c,twoColorsObj,#FF00FF,#FFFF00,#FF6755,235,3,NA       ,0.18,0.18,0.08,0.02,0.02,0.03
5738cf3d97a58,twoColorsObj,#FF00FF,#FFFF00,#FF6755,79,2,NA       ,0.18,0.18,0.08,0.02,0.02,0.03
57410611290e3,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,454,4,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
57427cf6bad0c,twoColorsObj,#FF00FF,#FFFF00,#ffa6a6,134,2,NA       ,0.25,0.25,0.15,0.08,0.09,0.04
574297edae49c,twoColorsObj,#FF00FF,#FFFF00,#c6aeff,181,1,NA       ,0.33,0.33,0.24,0.17,0.18,0.13
5744dce84ffa5,twoColorsObj,#FF00FF,#FFFF00,#FF6755,255,3,NA       ,0.18,0.18,0.08,0.02,0.02,0.03
574511e99b6d9,twoColorsObj,#FF00FF,#FFFF00,#ffa100,103,2,NA       ,0.19,0.19,0.1,0.03,0.06,0.06
57451c3b38192,twoColorsObj,#FF00FF,#FFFF00,#c9ab00,648,1,NA       ,0.23,0.23,0.13,0.06,0.1,0.08
5745350dc1e22,twoColorsObj,#FF00FF,#FFFF00,#c9ab00,61,3,NA       ,0.23,0.23,0.13,0.06,0.1,0.08
5745500f6e643,twoColorsObj,#FF00FF,#FFFF00,#FF8080,421,1,NA       ,0.21,0.21,0.12,0.05,0.06,0
57459c393bbd0,twoColorsObj,#FF00FF,#FFFF00,#FFFFFF,519,3,NA       ,0.3,0.3,0.2,0.13,0.14,0.09
5745b5cbe3caa,twoColorsObj,#FF00FF,#FFFF00,#FF8000,1809,1,NA       ,0.17,0.17,0.07,0.01,0.04,0.06
5745c1c07cc0c,twoColorsObj,#FF00FF,#FFFF00,#D7A700,311,1,NA       ,0.22,0.22,0.12,0.05,0.09,0.08
5745f6f039dc9,twoColorsObj,#FF00FF,#FFFF00,#FFFFFF,0,4,NA       ,0.3,0.3,0.2,0.13,0.14,0.09
